TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_C_1370_leg_A_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_28_13,,0,100,true,,abandoned_fishing_village_50208,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1370_leg_B_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_29_13,,0,100,true,,haunted_town_50201,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_C_1370_leg_C_task,TaskHaveAndReturnItems,,0,7,FM_loot_item_30_13,,0,100,true,,haunted_town_50216,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_loot_chests_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_ControlSpot_Marauder_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_PVP_ControlSpot_Marauder_first,M_ReturnToGiver,,,
FM_13_PVP_ControlSpot_Marauder_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,false,FM_13_PVP_ControlSpot_Marauder_task,M_task_die_reset,,,
FM_13_PVP_ControlSpot_Marauder_task,PatrolTask,,0,0,,,0,0,true,,factionarea_60236,,true,0,,,,,,,,,,,90,,,,,,,,,,,,,,,,0,,@objective_mission_task_patrol_timer,,12217.0 5488.17 43.6,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_PoachSpot_Marauder_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_PVP_PoachSpot_Marauder_first,M_ReturnToGiver,,,
FM_13_PVP_PoachSpot_Marauder_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,false,FM_13_PVP_PoachSpot_Marauder_task,M_task_die_reset,,,
FM_13_PVP_PoachSpot_Marauder_task,TaskRequireGatherItems,,0,80,WoodT1,,100,0,true,,factionarea_60237,,true,0,,,,,,WoodT1,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_poach_wood_at_POI,,12400.32 5364.53 43.01,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_SpySpot_Marauder_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Marauder_2_step_container,M_ReturnToGiver,,,
FM_13_PVP_SpySpot_Marauder_2_step_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Marauder_first_ordie,FM_13_PVP_SpySpot_Marauder_task_ordie,,,
FM_13_PVP_SpySpot_Marauder_first_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Marauder_first,M_task_die_reset,,,
FM_13_PVP_SpySpot_Marauder_first,TaskGatherItems,,0,1,FM_PVP_Marauders_item_1,PVP_0001_DeadDropGiveItem,100,0,true,,factionarea_60236,,true,0,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_espionage_step_1_at_POI,,12642.34 5519.89 41.21,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_SpySpot_Marauder_task_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Marauder_turnin,M_task_die_reset,,,
FM_13_PVP_SpySpot_Marauder_turnin,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Marauder_task,FM_13_PVP_SpySpot_Marauder_remove,,,
FM_13_PVP_SpySpot_Marauder_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Marauders_item_2,PVP_0002_DeadDropGiveItem,100,0,true,,factionarea_60237,,true,0,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_espionage_step_2_at_POI,,12423.09 5309.54 41.71,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_SpySpot_Marauder_remove,TaskRemoveItem,,0,1,FM_PVP_Marauders_item_1,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,,,,,
FM_13_PVP_PoachSpot_Syndicate_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_PVP_PoachSpot_Syndicate_first,M_ReturnToGiver,,,
FM_13_PVP_PoachSpot_Syndicate_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,false,FM_13_PVP_PoachSpot_Syndicate_task,M_task_die_reset,,,
FM_13_PVP_PoachSpot_Syndicate_task,TaskKillContribution,,0,4,,,0,0,true,,factionarea_60236,,true,0,,,,,,,,,Boar_13WF02,,0,,,,,,,,,,,,,,,,0,,@objective_mission_destroy_generic_at_POI,,12217.0 5488.17 43.6,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_ControlSpot_Syndicate_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_PVP_ControlSpot_Syndicate_first,M_ReturnToGiver,,,
FM_13_PVP_ControlSpot_Syndicate_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,false,FM_13_PVP_ControlSpot_Syndicate_task,M_task_die_reset,,,
FM_13_PVP_ControlSpot_Syndicate_task,PatrolTask,,0,0,,,0,0,true,,factionarea_60236,,true,0,,,,,,,,,,,90,,,,,,,,,,,,,,,,0,,@objective_mission_task_patrol_timer,,12479.53 5494.36 48.43,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_SpySpot_Syndicate_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Syndicate_2_step_container,M_ReturnToGiver,,,
FM_13_PVP_SpySpot_Syndicate_2_step_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Syndicate_first_ordie,FM_13_PVP_SpySpot_Syndicate_task_ordie,,,
FM_13_PVP_SpySpot_Syndicate_first_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Syndicate_first,M_task_die_reset,,,
FM_13_PVP_SpySpot_Syndicate_first,TaskGatherItems,,0,1,FM_PVP_Syndicate_item_1,PVP_0002_DeadDropGiveItem,100,0,true,,factionarea_60237,,true,0,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_archive_step_1_at_POI,,12423.09 5309.54 41.71,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_SpySpot_Syndicate_task_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Syndicate_turnin,M_task_die_reset,,,
FM_13_PVP_SpySpot_Syndicate_turnin,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Syndicate_task,FM_13_PVP_SpySpot_Syndicate_remove,,,
FM_13_PVP_SpySpot_Syndicate_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Syndicate_item_2,PVP_0001_DeadDropGiveItem,100,0,true,,factionarea_60236,,true,0,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_archive_step_2_at_POI,,12642.34 5519.89 41.21,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_SpySpot_Syndicate_remove,TaskRemoveItem,,0,1,FM_PVP_Syndicate_item_1,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,,,,,
FM_13_PVP_ControlSpot_Covenant_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_PVP_ControlSpot_Covenant_first,M_ReturnToGiver,,,
FM_13_PVP_ControlSpot_Covenant_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,false,FM_13_PVP_ControlSpot_Covenant_task,M_task_die_reset,,,
FM_13_PVP_ControlSpot_Covenant_task,PatrolTask,,0,0,,,0,0,true,,factionarea_60237,,true,0,,,,,,,,,,,90,,,,,,,,,,,,,,,,0,,@objective_mission_task_patrol_timer,,12400.32 5364.53 43.01,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_PoachSpot_Covenant_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_PVP_PoachSpot_Covenant_first,M_ReturnToGiver,,,
FM_13_PVP_PoachSpot_Covenant_first,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,false,FM_13_PVP_PoachSpot_Covenant_task,M_task_die_reset,,,
FM_13_PVP_PoachSpot_Covenant_task,TaskRequireGatherItems,,0,80,WoodT1,,100,0,true,,factionarea_60236,,true,0,,,,,,WoodT1,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_poach_wood_at_POI,,12217.0 5488.17 43.6,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_SpySpot_Covenant_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Covenant_2_step_container,M_ReturnToGiver,,,
FM_13_PVP_SpySpot_Covenant_2_step_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_task_pvp,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Covenant_first_ordie,FM_13_PVP_SpySpot_Covenant_task_ordie,,,
FM_13_PVP_SpySpot_Covenant_first_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Covenant_first,M_task_die_reset,,,
FM_13_PVP_SpySpot_Covenant_first,TaskGatherItems,,0,1,FM_PVP_Covenant_item_1,PVP_0003_DeadDropGiveItem,100,0,true,,factionarea_60236,,true,0,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_espionage_step_1_at_POI,,12179.65 5525.68 45.0,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_SpySpot_Covenant_task_ordie,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Covenant_turnin,M_task_die_reset,,,
FM_13_PVP_SpySpot_Covenant_turnin,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_PVP_SpySpot_Covenant_task,FM_13_PVP_SpySpot_Covenant_remove,,,
FM_13_PVP_SpySpot_Covenant_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Covenant_item_2,PVP_0002_DeadDropGiveItem,100,0,true,,factionarea_60237,,true,0,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_espionage_step_2_at_POI,,12423.09 5309.54 41.71,0,,false,,,,,,,,,false,,,,,
FM_13_PVP_SpySpot_Covenant_remove,TaskRemoveItem,,0,1,FM_PVP_Covenant_item_1,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,,,,,
FM_13_H_01_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_H_01_tasks_first_container,M_ReturnToGiver,,,
FM_13_H_01_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_H_01_leg_A_task,FM_13_H_01_leg_B_task,FM_13_H_01_leg_C_task,,
FM_13_H_01_leg_A_task,TaskGatherAndReturnItems,,0,3,FM_hunt_item_1_13,Bobcat_13WF07,100,0,true,,weaversfen7,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_hunt_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_13_H_01_leg_B_task,TaskGatherAndReturnItems,,0,3,FM_hunt_item_2_13,Sheep_Eastern_13WF04,100,0,true,,weaversfen4,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_hunt_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_13_H_01_leg_C_task,TaskGatherAndReturnItems,,0,3,FM_hunt_item_3_13,Elk_Doe_12MB06,100,0,true,,weaversfen6,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_hunt_generic_at_POI,,11234.45 4419.44 53.41,0,,false,,,,,,,,,false,,,,,
FM_13_H_02_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_H_02_tasks_first_container,M_ReturnToGiver,,,
FM_13_H_02_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_H_02_leg_A_task,FM_13_H_02_leg_B_task,FM_13_H_02_leg_C_task,,
FM_13_H_02_leg_A_task,TaskGatherAndReturnItems,,0,3,FM_hunt_item_4_13,Boar_13WF02,100,0,true,,weaversfen2,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_hunt_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_13_H_02_leg_B_task,TaskGatherAndReturnItems,,0,3,FM_hunt_item_5_13,Alligator_13WF01,100,0,true,,weaversfen1,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_hunt_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_13_H_02_leg_C_task,TaskGatherAndReturnItems,,0,3,FM_hunt_item_6_13,Wolf_Black_13WF06,100,0,true,,weaversfen6,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_hunt_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_13_H_03_container,ConsecutiveTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,0,,false,,,,,,,,,false,FM_13_H_03_tasks_first_container,M_ReturnToGiver,,,
FM_13_H_03_tasks_first_container,SimpleTaskContainer,,0,0,,,0,0,false,,,,false,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,1,,false,,,,,,,,,false,FM_13_H_03_leg_A_task,FM_13_H_03_leg_B_task,FM_13_H_03_leg_C_task,,
FM_13_H_03_leg_A_task,TaskGatherAndReturnItems,,0,3,FM_hunt_item_7_13,Alligator_Black_13WF08,100,0,true,,weaversfen8,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_hunt_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_13_H_03_leg_B_task,TaskGatherAndReturnItems,,0,3,FM_hunt_item_8_13,Elk_Stag_13WF03,100,0,true,,weaversfen3,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_hunt_generic_at_POI,,,0,,false,,,,,,,,,false,,,,,
FM_13_H_03_leg_C_task,TaskGatherAndReturnItems,,0,1,FM_hunt_item_9_13,Wolf_Alpha_12MB05,100,0,true,,weaversfen5,,true,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,@objective_mission_hunt_generic_at_POI,,11022.47 6446.21 185.41,0,,false,,,,,,,,,false,,,,,
