ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,IconCaptureGroup,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Phoenix_Pickaxe,@Skin_Phoenix_Pickaxe_MasterName,Weapon,,@Skin_Phoenix_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,0,0,0,0,0,0,Skin_Pick,,,,0,0,,,,,,,,,,,0,,0,0,0,2hPickAxe,UI_Tools,,,1hPickaxePhoenixT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Phoenix_Sickle,@Skin_Phoenix_Sickle_MasterName,Weapon,,@Skin_Phoenix_Sickle_Description,EquippableTool+Axe+Sickle,,,,0,0,0,0,0,0,Skin_Sickle,,,,0,0,,,,,,,,,,,0,,0,0,0,Sickle,UI_Tools,,,1hSicklePhoenixT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Phoenix_SkinningKnife,@Skin_Phoenix_SkinningKnife_MasterName,Weapon,,@Skin_Phoenix_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,0,0,0,0,0,0,Skin_SkinningKnife,,,,0,0,,,,,,,,,,,0,,0,0,0,SkinningKnife,UI_Tools,,,1hSkinningKnifePhoenixT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_FanaticSaintM,@Skin_Chest_FanaticSaintM_MasterName,Armor,,@Skin_Chest_FanaticSaintM_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_fanaticSaintPrimeMT5_chest,f_fanaticSaintPrimeMT5_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_FanaticSaintM,@Skin_Head_FanaticSaintM_MasterName,Armor,,@Skin_Head_FanaticSaintM_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_fanaticSaintPrimeMT5_head,f_fanaticSaintPrimeMT5_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_FanaticSaintM,@Skin_Legs_FanaticSaintM_MasterName,Armor,,@Skin_Legs_FanaticSaintM_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_fanaticSaintPrimeMT5_legs,f_fanaticSaintPrimeMT5_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_FanaticSaintM,@Skin_Feet_FanaticSaintM_MasterName,Armor,,@Skin_Feet_FanaticSaintM_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_fanaticSaintPrimeMT5_feet,f_fanaticSaintPrimeMT5_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_FanaticSaintM,@Skin_Hands_FanaticSaintM_MasterName,Armor,,@Skin_Hands_FanaticSaintM_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_fanaticSaintPrimeMT5_hands,f_fanaticSaintPrimeMT5_hands,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Greatsword_EgyptianGods,@Skin_Greatsword_EgyptianGods_MasterName,Weapon,,@Skin_Greatsword_EgyptianGods_Description,Weapon+EquippableTwoHand+GreatSword+Melee,,,,0,0,0,0,0,0,Skin_Greatsword,,,,0,0,,,,,,,,,,,0,,0,0,0,GreatSword,UI_Weapon,,,2hGreatswordEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_ShieldR_EgyptianGods,@Skin_ShieldR_EgyptianGods_MasterName,Weapon,,@Skin_ShieldR_EgyptianGods_Description,EquippableOffHand+Shield,,,,0,0,0,0,0,0,Skin_Shield,,,,0,0,,,,,,,,,,,0,,0,0,0,RoundShield,UI_Weapon,,,1hRoundShieldEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_GreatAxe_EgyptianGods,@Skin_GreatAxe_EgyptianGods_MasterName,Weapon,,@Skin_GreatAxe_EgyptianGods_Description,EquippableTwoHand+2HAxe+Melee,,,,0,0,0,0,0,0,Skin_GreatAxe,,,,0,0,,,,,,,,,,,0,,0,0,0,GreatAxe,UI_Weapon,,,2hGreataxeEgyptianGodT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Lifestaff_EgyptianGods,@Skin_Lifestaff_EgyptianGods_MasterName,Weapon,,@Skin_Lifestaff_EgyptianGods_Description,EquippableMainHand+LifeStaff+Magic,,,,0,0,0,0,0,0,Skin_LifeStaff,,,,0,0,,,,,,,,,,,0,,0,0,0,StaffLife,UI_Weapon,,,2hLifestaffEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_VoidGauntlet_EgyptianGods,@Skin_VoidGauntlet_EgyptianGods_MasterName,Weapon,,@Skin_VoidGauntlet_EgyptianGods_Description,EquippableMainHand+VoidGauntlet+Magic,,,,0,0,0,0,0,0,Skin_VoidGauntlet,,,,0,0,,,,,,,,,,,0,,0,0,0,Gauntlet,UI_Weapon,,,1hVoidGauntletEgyptianGodsT5,,0,0,,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Bow_EgyptianGods,@Skin_Bow_EgyptianGods_MasterName,Weapon,,@Skin_Bow_EgyptianGods_Description,EquippableTwoHand+Bow+Ranged,,,,0,0,0,0,0,0,Skin_Bow,,,,0,0,,,,,,,,,,,0,,0,0,0,Bow,UI_Weapon,,,2hBowEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_EgyptianGods_1,@Skin_Chest_EgyptianGods_1_MasterName,Armor,,@Skin_Chest_EgyptianGods_1_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_Harakhte_chest,f_Harakhte_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_EgyptianGods_1,@Skin_Head_EgyptianGods_1_MasterName,Armor,,@Skin_Head_EgyptianGods_1_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Harakhte_head,f_Harakhte_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_EgyptianGods_1,@Skin_Legs_EgyptianGods_1_MasterName,Armor,,@Skin_Legs_EgyptianGods_1_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Harakhte_legs,f_Harakhte_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_EgyptianGods_1,@Skin_Feet_EgyptianGods_1_MasterName,Armor,,@Skin_Feet_EgyptianGods_1_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Harakhte_feet,f_Harakhte_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_EgyptianGods_1,@Skin_Hands_EgyptianGods_1_MasterName,Armor,,@Skin_Hands_EgyptianGods_1_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Harakhte_gloves,f_Harakhte_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_EgyptianGods_2,@Skin_Chest_EgyptianGods_2_MasterName,Armor,,@Skin_Chest_EgyptianGods_2_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Bastet_chest,f_Bastet_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_EgyptianGods_2,@Skin_Head_EgyptianGods_2_MasterName,Armor,,@Skin_Head_EgyptianGods_2_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Bastet_head,f_Bastet_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_EgyptianGods_2,@Skin_Legs_EgyptianGods_2_MasterName,Armor,,@Skin_Legs_EgyptianGods_2_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Bastet_legs,f_Bastet_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_EgyptianGods_2,@Skin_Feet_EgyptianGods_2_MasterName,Armor,,@Skin_Feet_EgyptianGods_2_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Bastet_feet,f_Bastet_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_EgyptianGods_2,@Skin_Hands_EgyptianGods_2_MasterName,Armor,,@Skin_Hands_EgyptianGods_2_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Bastet_gloves,f_Bastet_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_EgyptianGods_3,@Skin_Chest_EgyptianGods_3_MasterName,Armor,,@Skin_Chest_EgyptianGods_3_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestExtraLong,,m_Anubis_chest,f_Anubis_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_EgyptianGods_3,@Skin_Head_EgyptianGods_3_MasterName,Armor,,@Skin_Head_EgyptianGods_3_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Anubis_head,f_Anubis_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_EgyptianGods_3,@Skin_Legs_EgyptianGods_3_MasterName,Armor,,@Skin_Legs_EgyptianGods_3_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Anubis_legs,f_Anubis_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_EgyptianGods_3,@Skin_Feet_EgyptianGods_3_MasterName,Armor,,@Skin_Feet_EgyptianGods_3_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Anubis_feet,f_Anubis_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_EgyptianGods_3,@Skin_Hands_EgyptianGods_3_MasterName,Armor,,@Skin_Hands_EgyptianGods_3_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Anubis_gloves,f_Anubis_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_EgyptianGods_4,@Skin_Chest_EgyptianGods_4_MasterName,Armor,,@Skin_Chest_EgyptianGods_4_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_Eset_chest,f_Eset_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_EgyptianGods_4,@Skin_Head_EgyptianGods_4_MasterName,Armor,,@Skin_Head_EgyptianGods_4_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Eset_head,f_Eset_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_EgyptianGods_4,@Skin_Legs_EgyptianGods_4_MasterName,Armor,,@Skin_Legs_EgyptianGods_4_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Eset_legs,f_Eset_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_EgyptianGods_4,@Skin_Feet_EgyptianGods_4_MasterName,Armor,,@Skin_Feet_EgyptianGods_4_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Eset_feet,f_Eset_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_EgyptianGods_4,@Skin_Hands_EgyptianGods_4_MasterName,Armor,,@Skin_Hands_EgyptianGods_4_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_Eset_gloves,f_Eset_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_EgyptianGods_AzothScepter,@Skin_EgyptianGods_AzothScepter_MasterName,Weapon,,@Skin_EgyptianGods_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,0,0,0,0,0,0,Skin_AzothStaff,,,,0,0,,,,,,,,,,,0,,0,0,0,AzothStaff,UI_Tools,,,2hAzothScepterEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_EgyptianGods_FishingPole,@Skin_EgyptianGods_FishingPole_MasterName,Weapon,,@Skin_EgyptianGods_FishingPole_Description,EquippableTool+FishingPole,,,,0,0,0,0,0,0,Skin_FishingPole,,,,0,0,,,,,,,,,,,0,,0,0,0,FishingPole,UI_Tools,,,2hFishingPoleEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_EgyptianGods_LoggingAxe,@Skin_EgyptianGods_LoggingAxe_MasterName,Weapon,,@Skin_EgyptianGods_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,0,0,0,0,0,0,Skin_LoggingAxe,,,,0,0,,,,,,,,,,,0,,0,0,0,2hLoggingAxe,UI_Tools,,,2hLoggingAxeEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_EgyptianGods_Pickaxe,@Skin_EgyptianGods_Pickaxe_MasterName,Weapon,,@Skin_EgyptianGods_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,0,0,0,0,0,0,Skin_Pick,,,,0,0,,,,,,,,,,,0,,0,0,0,2hPickAxe,UI_Tools,,,1hPickaxeEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_EgyptianGods_Sickle,@Skin_EgyptianGods_Sickle_MasterName,Weapon,,@Skin_EgyptianGods_Sickle_Description,EquippableTool+Axe+Sickle,,,,0,0,0,0,0,0,Skin_Sickle,,,,0,0,,,,,,,,,,,0,,0,0,0,Sickle,UI_Tools,,,1hSickleEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_EgyptianGods_SkinningKnife,@Skin_EgyptianGods_SkinningKnife_MasterName,Weapon,,@Skin_EgyptianGods_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,0,0,0,0,0,0,Skin_SkinningKnife,,,,0,0,,,,,,,,,,,0,,0,0,0,SkinningKnife,UI_Tools,,,1hSkinningKnifeEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Guitar_EgyptianGods,@Skin_Guitar_EgyptianGods_MasterName,Weapon,,@Skin_Guitar_EgyptianGods_Description,EquippableTool+InstrumentGuitar,,,,0,0,0,0,0,0,2hInstrumentGuitarT5,,,,0,0,,,,,,,,,,,0,,0,0,0,Guitar,UI_Instruments,,,GuitarEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Drum_EgyptianGods,@Skin_Drum_EgyptianGods_MasterName,Weapon,,@Skin_Drum_EgyptianGods_Description,EquippableTool+InstrumentDrums,,,,0,0,0,0,0,0,2hInstrumentDrumT5,,,,0,0,,,,,,,,,,,0,,0,0,0,Drum,UI_Instruments,,,DrumsEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Mandolin_EgyptianGods,@Skin_Mandolin_EgyptianGods_MasterName,Weapon,,@Skin_Mandolin_EgyptianGods_Description,EquippableTool+InstrumentMandolin,,,,0,0,0,0,0,0,2hInstrumentMandolinT5,,,,0,0,,,,,,,,,,,0,,0,0,0,Mandolin,UI_Instruments,,,MandolinEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Spear_EgyptianGods_Prime,@Skin_Spear_EgyptianGods_Prime_MasterName,Weapon,,@Skin_Spear_EgyptianGods_Prime_Description,EquippableTwoHand+Spear+Melee,,,,0,0,0,0,0,0,Skin_Spear,,,,0,0,,,,,,,,,,,0,,0,0,0,Spear,UI_Weapon,,,2hSpearEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Firestaff_EgyptianGods_Prime,@Skin_Firestaff_EgyptianGods_Prime_MasterName,Weapon,,@Skin_Firestaff_EgyptianGods_Prime_Description,EquippableMainHand+FireStaff+Magic,,,,0,0,0,0,0,0,Skin_FireStaff,,,,0,0,,,,,,,,,,,0,,0,0,0,StaffFire,UI_Weapon,,,2hFireStaffEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Musket_EgyptianGods_Prime,@Skin_Musket_EgyptianGods_Prime_MasterName,Weapon,,@Skin_Musket_EgyptianGods_Prime_Description,EquippableTwoHand+Musket+Ranged,,,,0,0,0,0,0,0,Skin_Musket,,,,0,0,,,,,,,,,,,0,,0,0,0,Musket,UI_Weapon,,,2hMusketEgyptianGodsT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Chest_SandDune,@Skin_Chest_SandDune_MasterName,Armor,,@Skin_Chest_SandDune_Description,EquippableChest,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,ChestLong,,m_sanddunelight_chest,f_sanddunelight_chest,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Head_SandDune,@Skin_Head_SandDune_MasterName,Armor,,@Skin_Head_SandDune_Description,EquippableHead,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_sanddunelight_head,f_sanddunelight_head,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Legs_SandDune,@Skin_Legs_SandDune_MasterName,Armor,,@Skin_Legs_SandDune_Description,EquippableLegs,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_sanddunelight_legs,f_sanddunelight_legs,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Feet_SandDune,@Skin_Feet_SandDune_MasterName,Armor,,@Skin_Feet_SandDune_Description,EquippableFeet,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_sanddunelight_feet,f_sanddunelight_feet,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Hands_SandDune,@Skin_Hands_SandDune_MasterName,Armor,,@Skin_Hands_SandDune_Description,EquippableHands,,,,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,,0,0,0,,,m_sanddunelight_gloves,f_sanddunelight_gloves,,,0,0,,,,,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Bow_Wicked,@Skin_Bow_Wicked_MasterName,Weapon,,@Skin_Bow_Wicked_Description,EquippableTwoHand+Bow+Ranged,,,,0,0,0,0,0,0,Skin_Bow,,,,0,0,,,,,,,,,,,0,,0,0,0,Bow,UI_Weapon,,,2hBowWickedT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_GreatAxe_Wicked,@Skin_GreatAxe_Wicked_MasterName,Weapon,,@Skin_GreatAxe_Wicked_Description,EquippableTwoHand+2HAxe+Melee,,,,0,0,0,0,0,0,Skin_GreatAxe,,,,0,0,,,,,,,,,,,0,,0,0,0,GreatAxe,UI_Weapon,,,2hGreatAxeWickedT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_ShieldK_Wicked,@Skin_ShieldK_Wicked_MasterName,Weapon,,@Skin_ShieldK_Wicked_Description,EquippableOffHand+Shield+Kite,,,,0,0,0,0,0,0,Skin_Shield,,,,0,0,,,,,,,,,,,0,,0,0,0,KiteShield,UI_Weapon,,,1hKiteShieldWickedT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Longsword_Wicked,@Skin_Longsword_Wicked_MasterName,Weapon,,@Skin_Longsword_Wicked_Description,EquippableMainHand+Sword+Melee,,,,0,0,0,0,0,0,Skin_Longsword,,,,0,0,,,,,,,,,,,0,,0,0,0,Longsword,UI_Weapon,,,1hSwordWickedT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Musket_Wicked,@Skin_Musket_Wicked_MasterName,Weapon,,@Skin_Musket_Wicked_Description,EquippableTwoHand+Musket+Ranged,,,,0,0,0,0,0,0,Skin_Musket,,,,0,0,,,,,,,,,,,0,,0,0,0,Musket,UI_Weapon,,,2hMusketWickedT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Rapier_Wicked,@Skin_Rapier_Wicked_MasterName,Weapon,,@Skin_Rapier_Wicked_Description,EquippableMainHand+Rapier+Melee,,,,0,0,0,0,0,0,Skin_Rapier,,,,0,0,,,,,,,,,,,0,,0,0,0,Rapier,UI_Weapon,,,1hRapierWickedT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_ShieldR_Wicked,@Skin_ShieldR_Wicked_MasterName,Weapon,,@Skin_ShieldR_Wicked_Description,EquippableOffHand+Shield,,,,0,0,0,0,0,0,Skin_Shield,,,,0,0,,,,,,,,,,,0,,0,0,0,RoundShield,UI_Weapon,,,1hRoundShieldWickedT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Skin_Spear_Wicked,@Skin_Spear_Wicked_MasterName,Weapon,,@Skin_Spear_Wicked_Description,EquippableTwoHand+Spear+Melee,,,,0,0,0,0,0,0,Skin_Spear,,,,0,0,,,,,,,,,,,0,,0,0,0,Spear,UI_Weapon,,,2hSpearWickedT5,,0,0,Items/Weapons/weapon,,,,1,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
