LootTableID,AND/OR,RollBonusSetting,Conditions,ConditionOverridesRoll,TriggerLimitOnVisit,UseLevelGS,HWMMult,IgnoreHWMGS,ChanceToExceedIndex,GSBonus,MaxRoll,Item1,GearScoreRange1,PerkBucketOverrides1,Item2,GearScoreRange2,PerkBucketOverrides2,Item3,GearScoreRange3,PerkOverrides3,Item4,GearScoreRange4,PerkOverrides4,Item5,GearScoreRange5,PerkOverrides5,Item6,GearScoreRange6,PerkOverrides6,Item7,GearScoreRange7,PerkOverrides7,Item8,GearScoreRange8,PerkOverrides8,Item9,GearScoreRange9,PerkOverrides9,Item10,GearScoreRange10,PerkOverrides10,Item11,GearScoreRange11,PerkOverrides11,Item12,GearScoreRange12,PerkOverrides12,Item13,GearScoreRange13,PerkOverrides13,Item14,GearScoreRange14,PerkOverrides14,Item15,GearScoreRange15,PerkOverrides15,Item16,GearScoreRange16,PerkOverrides16,Item17,GearScoreRange17,PerkOverrides17,Item18,GearScoreRange18,PerkOverrides18,Item19,GearScoreRange19,PerkOverrides19,Item20,GearScoreRange20,PerkOverrides20,Item21,GearScoreRange21,PerkOverrides21,Item22,GearScoreRange22,PerkOverrides22,Item23,GearScoreRange23,PerkOverrides23,Item24,GearScoreRange24,PerkOverrides24,Item25,GearScoreRange25,PerkOverrides25,Item26,GearScoreRange26,PerkOverrides26,Item27,GearScoreRange27,PerkOverrides27,Item28,GearScoreRange28,PerkOverrides28,Item29,GearScoreRange29,PerkOverrides29,Item30,GearScoreRange30,PerkOverrides30,Item31,GearScoreRange31,PerkOverrides31,Item32,GearScoreRange32,PerkOverrides32,Item33,GearScoreRange33,PerkOverrides33
WorldEvent_S1_Furniture_PityTicker_Probs,,,,0,,,0,,,,42,0,,,7,,,9,,,11,,,13,,,15,,,17,,,19,,,21,,,23,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_Base,AND,IgnoreBonus,,0,,,0,,,,0,Schematic_House_HousingItem_Season1_SprigganFlameBrazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_Base_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_Base_Probs,,,,0,,,0,,,,100000,98000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_1,AND,IgnoreBonus,,0,,,0,,,,0,Schematic_House_HousingItem_Season1_SprigganFlameBrazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_1_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_1_Probs,,,,0,,,0,,,,100000,97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_2,AND,IgnoreBonus,,0,,,0,,,,0,Schematic_House_HousingItem_Season1_SprigganFlameBrazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_2_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_2_Probs,,,,0,,,0,,,,100000,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_3,AND,IgnoreBonus,,0,,,0,,,,0,Schematic_House_HousingItem_Season1_SprigganFlameBrazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_3_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_3_Probs,,,,0,,,0,,,,100000,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_4,AND,IgnoreBonus,,0,,,0,,,,0,Schematic_House_HousingItem_Season1_SprigganFlameBrazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_4_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_4_Probs,,,,0,,,0,,,,100000,94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_5,AND,IgnoreBonus,,0,,,0,,,,0,Schematic_House_HousingItem_Season1_SprigganFlameBrazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_5_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_5_Probs,,,,0,,,0,,,,100000,93000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_6,AND,IgnoreBonus,,0,,,0,,,,0,Schematic_House_HousingItem_Season1_SprigganFlameBrazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_6_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_6_Probs,,,,0,,,0,,,,100000,92000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_7,AND,IgnoreBonus,,0,,,0,,,,0,Schematic_House_HousingItem_Season1_SprigganFlameBrazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_7_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_7_Probs,,,,0,,,0,,,,100000,91000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_8,AND,IgnoreBonus,,0,,,0,,,,0,Schematic_House_HousingItem_Season1_SprigganFlameBrazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_8_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_8_Probs,,,,0,,,0,,,,100000,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_9,AND,IgnoreBonus,,0,,,0,,,,0,Schematic_House_HousingItem_Season1_SprigganFlameBrazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_9_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S1_FurnitureChance_9_Probs,,,,0,,,0,,,,100000,89000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_MasterLoot_Minor,AND,,,0,,,0,,,,0,WorldEvent_S2_NormalBox_Minor,,,WorldEvent_S2_BonusBox,,,GypsumBlack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_MasterLoot_Minor_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_MasterLoot_Minor_Probs,,,,0,,,0,,,,100000,0,,,0,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_MasterLoot_Moderate,AND,,,0,,,0,,,,0,WorldEvent_S2_NormalBox_Moderate,,,WorldEvent_S2_BonusBox,,,GypsumBlack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_MasterLoot_Moderate_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_MasterLoot_Moderate_Probs,,,,0,,,0,,,,100000,0,,,0,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_MasterLoot_Major,AND,,,0,,,0,,,,0,WorldEvent_S2_NormalBox_Major,,,WorldEvent_S2_BonusBox,,,GypsumBlack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_MasterLoot_Major_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_MasterLoot_Major_Probs,,,,0,,,0,,,,100000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Minor,AND,,,0,,TRUE,0,,,,0,[LTID]WorldEvent_S2_NormalLoot_Minor_Subtable1,,,[LTID]WorldEvent_S2_NormalLoot_Subtable2,,,[LBID]RecoveryItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Minor_Qty,,,,0,,,0,,,,0,1,,,1,,,4-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Minor_Probs,,,,0,,,0,,,,100000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Minor_Subtable1,OR,,,0,,TRUE,0,,,,0,[LTID]WorldEvent_S2_ProcArmorOrWeapon,,,[LBID]GlobalNamedList,,,[LBID]BrimstoneNamedGear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Minor_Subtable1_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Minor_Subtable1_Probs,,,,0,,,0,,,,100000,0,,,70000,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Moderate,AND,,,0,,TRUE,0,,,,0,[LTID]WorldEvent_S2_NormalLoot_Moderate_Subtable1,,,[LTID]WorldEvent_S2_NormalLoot_Subtable2,,,[LBID]RecoveryItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Moderate_Qty,,,,0,,,0,,,,0,1-2,,,1,,,4-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Moderate_Probs,,,,0,,,0,,,,100000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Moderate_Subtable1,OR,,,0,,TRUE,0,,,,0,[LTID]WorldEvent_S2_ProcArmorOrWeapon,,,[LBID]GlobalNamedList,,,[LBID]BrimstoneNamedGear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Moderate_Subtable1_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Moderate_Subtable1_Probs,,,,0,,,0,,,,100000,0,,,50000,,,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Major,AND,,,0,,TRUE,0,,,,0,[LTID]WorldEvent_S2_NormalLoot_Major_Subtable1,,,[LTID]WorldEvent_S2_NormalLoot_Subtable2,,,[LBID]RecoveryItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Major_Qty,,,,0,,,0,,,,0,2,,,1,,,4-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Major_Probs,,,,0,,,0,,,,100000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Major_Subtable1,OR,,,0,,TRUE,0,,,,0,[LTID]WorldEvent_S2_ProcArmorOrWeapon,,,[LBID]GlobalNamedList,,,[LBID]BrimstoneNamedGear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Major_Subtable1_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Major_Subtable1_Probs,,,,0,,,0,,,,100000,0,,,30000,,,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_ProcArmorOrWeapon,OR,,,0,,TRUE,0,,,,0,[LBID]ProcWeapons_GuaranteeEpic,,,[LBID]ProcArmor_GuaranteeEpic,,,[LBID]ProcShields_GuaranteeEpic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_ProcArmorOrWeapon_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_ProcArmorOrWeapon_Probs,,,,0,,,0,,,,100000,0,,,50000,,,97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Subtable2,OR,,,0,,TRUE,0,,,,0,[LBID]ContainerResources,,,[LBID]AttributeItems,,,[LBID]ContainerResourcesRare,,,[LTID]RareContainerT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Subtable2_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_NormalLoot_Subtable2_Probs,,,,0,,,0,,,,100000,32500,,,82500,,,92500,,,97500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_BonusLoot,AND,IgnoreBonus,,0,,TRUE,100,,,,0,[LBID]WorldEvent_S2_Armor,,,[LBID]WorldEvent_S2_Weapons,,,UmbralShardT1,,,[LTID]WorldEvent_S2_PityTicker,,,[LTID]WorldEvent_S2_BonusLoot_Subtable1,,,House_HousingItem_Season2_SandwormEgg_Variant4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_BonusLoot_Qty,,,,0,,,0,,,,0,1,,,1,,,250,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_BonusLoot_Probs,,,,0,,,0,,,,100000,0,,,0,,,0,,,0,,,0,,,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_BonusLoot_Subtable1,OR,IgnoreBonus,,0,,TRUE,0,,,,0,[LBID]WorldEvent_S1_WeaponPerkItems,,,[LBID]WorldEvent_S2_NamedGear,,,[LBID]ChestShards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_BonusLoot_Subtable1_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_BonusLoot_Subtable1_Probs,,,,0,,,0,,,,100000,37000,,,70000,,,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityTicker,OR,IgnoreBonus,[LIM]Tag_S2Event_PityTicker,1,TRUE,,0,,,,0,[LTID]WorldEvent_S2_PityChance_Base,,,[LTID]WorldEvent_S2_PityChance_1,,,[LTID]WorldEvent_S2_PityChance_2,,,[LTID]WorldEvent_S2_PityChance_3,,,[LTID]WorldEvent_S2_PityChance_4,,,[LTID]WorldEvent_S2_PityChance_5,,,[LTID]WorldEvent_S2_PityChance_6,,,[LTID]WorldEvent_S2_PityChance_7,,,[LTID]WorldEvent_S2_PityChance_8,,,[LTID]WorldEvent_S2_PityChance_9,,,Skin_Head_SandwormHat_Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityTicker_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,1,,,2,,,3,,,4,,,4,,,4,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityTicker_Probs,,,,0,,,0,,,,42,0,,,7,,,9,,,11,,,13,,,15,,,17,,,19,,,21,,,23,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_Base,AND,IgnoreBonus,,0,,,0,,,,0,Skin_Head_SandwormHat_Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_Base_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_Base_Probs,,,,0,,,0,,,,100000,98000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_1,AND,IgnoreBonus,,0,,,0,,,,0,Skin_Head_SandwormHat_Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_1_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_1_Probs,,,,0,,,0,,,,100000,97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_2,AND,IgnoreBonus,,0,,,0,,,,0,Skin_Head_SandwormHat_Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_2_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_2_Probs,,,,0,,,0,,,,100000,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_3,AND,IgnoreBonus,,0,,,0,,,,0,Skin_Head_SandwormHat_Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
